Rk,Date,Home or Away,Opp,W/L,Points,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Opponent FG,Opponent FGA,Opponent FG%,Opponent 3P,Opponent 3PA,Opponent 3P%,Opponent FT,Opponent FTA,Opponent FT%,Opponent ORB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,Opponent DER
5.5,0.0,0.6,0.0,0.4,102.5,96.8,38.6,87.0,0.44299999999999995,11.0,32.4,0.3418,14.3,19.5,0.7229000000000001,10.3,42.1,21.6,10.6,5.6,14.4,21.5,34.7,80.3,0.4319,9.2,26.9,0.346,18.2,23.2,0.7862,9.8,43.0,20.6,7.7,4.1,18.1,20.1,107.83,94.0
6.5,0.0,0.7,0.0,0.3,101.4,98.6,38.5,87.0,0.44190000000000007,11.0,31.6,0.3496,13.4,18.7,0.7002,10.8,42.4,20.6,10.7,5.6,14.2,21.6,35.3,80.6,0.4377,9.4,27.2,0.3501,18.6,23.5,0.7950999999999999,10.1,43.4,21.4,7.6,4.4,17.4,19.3,107.85999999999999,120.0
7.5,0.0,0.6,0.0,0.4,104.7,100.1,39.3,87.0,0.45220000000000005,11.0,30.9,0.3586,15.1,20.8,0.7095,11.1,42.6,21.4,10.1,5.9,13.6,22.9,35.4,81.3,0.43470000000000003,9.7,27.3,0.35910000000000003,19.6,25.1,0.7865,11.0,43.9,20.5,6.9,4.2,17.4,20.2,108.48999999999998,112.0
8.5,0.0,0.6,0.0,0.5,104.6,98.5,38.3,84.6,0.45430000000000004,11.4,31.0,0.37,16.6,22.5,0.7228,10.5,42.7,20.9,10.2,5.7,14.0,23.0,34.8,81.4,0.4272,9.8,28.5,0.3488,19.1,24.6,0.7817000000000001,11.1,43.5,19.8,7.3,4.5,17.7,20.5,108.3,92.0
9.5,0.0,0.6,0.0,0.5,102.4,96.8,36.6,82.9,0.44210000000000005,11.2,31.3,0.35969999999999996,18.0,23.6,0.7401,10.0,42.6,19.8,10.1,5.1,13.2,22.2,34.6,80.6,0.4282,9.9,28.5,0.3522,17.7,23.1,0.776,10.3,43.2,20.1,6.7,4.5,17.1,20.9,108.62,101.0
10.5,0.0,0.6,0.0,0.5,100.9,95.3,36.2,83.2,0.4359,11.3,30.8,0.3702,17.2,23.2,0.7188,10.2,43.2,20.3,10.0,4.5,12.6,21.5,33.8,79.7,0.4236,10.5,29.8,0.3558,17.2,22.4,0.7775000000000001,9.8,43.2,20.1,6.8,4.5,16.9,20.6,108.02000000000001,107.0
11.5,0.0,0.6,0.0,0.4,101.5,99.8,36.1,83.3,0.4343,11.1,30.9,0.3634,18.2,24.4,0.7243,10.0,42.0,19.7,9.8,3.9,12.9,22.3,35.7,79.9,0.4467,10.2,28.6,0.35680000000000006,18.2,23.6,0.7806,9.3,43.4,21.1,6.7,4.3,16.9,21.2,107.7,108.0
12.5,0.0,0.5,0.0,0.4,101.3,99.8,36.2,84.2,0.43050000000000005,10.7,30.6,0.3525,18.2,24.9,0.7078,10.4,42.4,18.9,10.7,4.1,13.0,22.4,35.8,80.2,0.4464,10.3,28.6,0.36010000000000003,17.9,23.2,0.7821,9.6,44.2,20.9,7.0,4.7,17.7,21.0,107.47,98.0
13.5,0.0,0.5,0.0,0.4,101.7,99.6,36.9,85.3,0.4332,10.2,30.3,0.3404,17.7,24.3,0.7041999999999999,10.6,42.1,19.1,11.6,4.0,13.2,21.8,36.1,80.2,0.4499000000000001,10.4,29.5,0.35150000000000003,17.0,21.7,0.7932,9.3,43.6,20.8,7.0,5.0,18.7,21.3,107.82000000000001,81.0
14.5,0.0,0.5,0.0,0.4,99.9,99.0,35.8,84.4,0.42460000000000003,10.4,30.5,0.34419999999999995,17.9,24.1,0.7278,10.8,42.8,19.8,11.7,3.9,13.8,20.6,36.1,80.3,0.4492,11.2,31.0,0.35940000000000005,15.6,20.0,0.7872999999999999,9.4,43.5,21.3,7.5,4.8,18.3,21.1,108.09,108.0
15.5,0.0,0.5,0.0,0.4,102.1,101.7,36.7,85.4,0.4305,10.6,30.0,0.35469999999999996,18.1,24.8,0.7162,12.0,43.2,20.0,10.9,4.2,13.7,20.9,36.9,80.0,0.46159999999999995,11.6,31.6,0.3652,16.3,21.4,0.7648000000000001,9.1,42.5,22.0,7.8,5.0,17.3,20.9,107.99000000000001,111.0
16.5,0.0,0.4,0.0,0.5,103.8,102.2,37.0,84.3,0.4401999999999999,10.3,29.6,0.34879999999999994,19.5,25.6,0.7617,11.5,43.0,21.2,10.1,4.2,13.9,21.0,37.0,79.4,0.46659999999999996,11.9,31.3,0.3819,16.3,21.3,0.7685000000000001,8.3,40.6,21.9,7.8,4.8,17.1,21.4,108.00999999999999,90.0
17.5,0.0,0.4,0.0,0.5,100.8,99.8,36.7,85.2,0.4314,9.8,29.2,0.3338,17.6,23.7,0.7368,11.9,43.7,21.0,10.1,3.7,14.8,20.0,36.2,78.6,0.461,11.5,31.1,0.37049999999999994,15.9,20.6,0.7724000000000001,7.5,39.9,22.0,8.5,5.5,17.0,20.8,107.5,100.0
18.5,0.0,0.4,0.0,0.5,99.6,99.3,37.0,86.1,0.4295,8.7,27.8,0.30910000000000004,16.9,23.0,0.7302000000000001,12.8,44.6,20.7,10.2,3.9,15.1,19.5,35.9,77.8,0.4615,11.5,30.7,0.3741,16.0,20.9,0.766,7.3,39.3,22.0,9.2,5.6,16.6,20.9,106.97,95.0
19.5,0.0,0.5,0.0,0.4,99.9,101.4,38.2,88.7,0.43220000000000003,8.6,27.2,0.3116,14.9,21.6,0.6959000000000001,13.4,45.2,21.0,10.1,4.0,15.0,20.1,36.8,78.3,0.47059999999999996,11.5,31.5,0.36590000000000006,16.3,21.9,0.7493,7.4,40.4,22.8,8.8,6.1,16.6,20.3,106.89000000000001,102.0
20.5,0.0,0.5,0.0,0.5,100.0,101.1,37.9,89.0,0.42750000000000005,8.9,28.3,0.30779999999999996,15.3,22.6,0.6873000000000001,13.8,45.8,20.4,10.1,4.2,15.2,20.0,37.3,79.4,0.4707,11.4,31.3,0.36530000000000007,15.1,20.8,0.7295,7.5,40.7,22.8,8.7,5.9,16.6,21.5,107.5,103.0
21.5,0.0,0.4,0.0,0.5,99.6,101.3,37.6,88.6,0.426,8.7,27.4,0.31100000000000005,15.7,22.5,0.7064000000000001,14.0,45.7,19.8,9.1,4.2,15.2,19.4,37.5,79.5,0.4725,12.0,31.3,0.3893000000000001,14.3,20.0,0.7222000000000002,7.7,39.9,22.4,8.6,6.0,15.9,21.3,107.67,100.0
22.5,0.0,0.5,0.0,0.5,98.8,101.7,37.1,88.4,0.4213,9.2,27.8,0.3238,15.4,22.3,0.6997000000000001,14.4,45.9,20.8,8.6,4.3,14.9,18.5,38.2,80.4,0.4761,12.1,31.3,0.3925,13.2,18.8,0.7056,8.1,40.2,22.0,8.6,5.9,15.0,21.4,107.71000000000001,119.0
23.5,0.0,0.6,0.0,0.6,100.9,103.5,37.6,89.9,0.42000000000000004,9.9,28.1,0.3417,15.8,23.4,0.6773,14.9,47.4,21.4,8.3,4.2,15.3,19.4,38.7,82.0,0.4737000000000001,12.0,32.2,0.383,14.1,19.9,0.7078,8.0,40.9,23.3,9.3,5.8,14.9,21.7,107.43000000000002,96.0
24.5,0.0,0.6,0.0,0.6,102.4,104.9,38.3,90.4,0.42610000000000003,9.8,27.3,0.349,16.0,24.1,0.6603999999999999,15.7,47.7,20.8,8.0,4.8,15.0,20.1,38.8,81.4,0.4795,11.9,31.0,0.40099999999999997,15.4,21.4,0.7159,7.8,40.1,22.9,9.1,5.6,14.5,22.1,107.57000000000001,95.0
25.5,0.0,0.5,0.0,0.7,101.1,102.2,38.4,88.9,0.43459999999999993,9.3,26.5,0.34069999999999995,15.0,22.6,0.6603999999999999,14.2,46.9,20.4,8.1,4.8,14.7,19.4,38.0,82.4,0.46329999999999993,11.8,31.7,0.3901,14.4,20.0,0.7133999999999999,8.4,40.9,22.2,9.0,5.2,14.3,21.7,107.63000000000002,107.0
26.5,0.0,0.5,0.0,0.7,100.7,99.4,38.3,88.7,0.43459999999999993,9.3,26.2,0.3446999999999999,14.8,22.6,0.6512999999999999,13.7,46.9,19.9,8.9,4.6,14.2,19.6,36.7,82.1,0.4476,11.3,32.4,0.36269999999999997,14.7,20.6,0.7064999999999999,8.9,42.2,20.9,8.9,5.0,14.5,21.2,106.91000000000001,120.0
27.5,0.0,0.5,0.0,0.7,103.7,102.4,39.0,88.2,0.44580000000000003,10.0,26.5,0.36939999999999995,15.7,23.6,0.6649999999999998,13.7,46.2,20.2,9.2,4.9,14.1,19.5,38.0,83.0,0.4586,12.0,32.8,0.38099999999999995,14.4,20.0,0.7149999999999999,8.8,41.0,22.3,9.0,4.4,14.3,21.2,107.5,103.0
28.5,0.0,0.6,0.0,0.7,104.0,101.9,39.0,88.9,0.442,10.8,27.6,0.3886,15.2,22.6,0.6771,14.0,46.1,20.2,9.0,4.8,13.0,19.3,37.9,82.3,0.4614000000000001,11.5,32.1,0.37079999999999996,14.6,19.9,0.7285999999999999,8.5,41.2,22.1,7.7,4.1,13.9,20.4,107.5,112.0
29.5,0.0,0.5,0.0,0.8,105.7,102.6,39.5,87.0,0.45760000000000006,10.9,27.0,0.40380000000000005,15.8,22.6,0.7032,13.2,44.7,20.5,9.3,5.5,13.2,18.8,37.9,82.4,0.46080000000000004,11.6,32.1,0.37349999999999994,15.2,20.0,0.7458999999999999,9.0,40.1,22.0,8.5,3.8,13.9,20.3,107.1,124.0
30.5,0.0,0.4,0.0,0.8,107.9,103.2,40.5,86.5,0.47140000000000004,10.6,26.1,0.40449999999999997,16.3,22.8,0.7148000000000001,13.0,45.2,21.2,9.5,5.7,13.4,19.3,37.6,82.1,0.45890000000000014,11.4,32.6,0.36299999999999993,16.6,20.9,0.7793999999999999,8.4,38.8,22.1,8.9,3.7,13.7,20.2,106.58999999999999,95.0
